Svc,BatteryNode,P_BESS,E_BESS,Total_Investment,Annual_Revenue,f1,f2,f3,f4,s_m_PS,s_m_PS_BESS,pct_m_PS,f5_PS,threshold_peak_demand,P_CB_max,p_1,p_2,p_3,p_4,p_5,Time,Total_Investment_n,pct_m_PS_n,f5_PS_n
FR,bus1006,500,1000,523000.0,48962.08734026931,12.14038319974352,2.338731020465865,-0.0505926285821033,0.2701080079069942,8660,8636,99.7228637413395,0.1512595923432796,170,287.5373344589815,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,22.519003681341808,0.05750374652108756,0.9881312875593418,0.5228175170402146
FR,bus1008,500,1000,523000.0,48962.08734026931,12.14038319974352,2.338731020465865,-0.047288018708848,0.22538743721075905,8660,8636,99.7228637413395,0.1512595923432796,170,287.53744493366816,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,22.52516427437464,0.05750374652108756,0.9881312875593418,0.5228175170402146
FR,bus1009,500,1000,523000.0,48962.08734026931,12.14038319974352,2.338731020465865,-0.0389995939422587,0.12718275876032062,8660,8636,99.7228637413395,0.1512595923432796,170,287.5379247127359,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,22.589141523838045,0.05750374652108756,0.9881312875593418,0.5228175170402146
FR,bus1011,500,1000,523000.0,48962.08734026931,12.14038319974352,2.338731020465865,-0.0379422326668358,-0.2055852388954205,8660,8636,99.7228637413395,0.1512595923432796,170,287.53787399780344,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,22.732494115829468,0.05750374652108756,0.9881312875593418,0.5228175170402146
FR,bus1012,500,1000,523000.0,48962.08734026931,12.14038319974352,2.338731020465865,-0.0370683113350038,-1.1365446608088958,8660,8636,99.7228637413395,0.1512595923432796,170,287.53797101288035,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,22.57850592136383,0.05750374652108756,0.9881312875593418,0.5228175170402146
FR,bus1013,500,1000,523000.0,48962.08734026931,12.14038319974352,2.338731020465865,-0.0329910578160653,-2.6760230201359887,8660,8636,99.7228637413395,0.1512595923432796,170,287.5380466404215,0,0.273972602739726,0,95.83333333333334,3.8926940639269407,18.20581280787786,0.05750374652108756,0.9881312875593418,0.5228175170402146
FR,bus1,1000,1000,561900.0,48616.97792880065,13.28171323630616,2.545908519028889,-0.0409062527259125,7.334073025445865e-05,8656,7265,83.93022181146026,0.2413702114378844,170,287.53394406293705,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,22.61008762915929,0.09081567116249196,0.0,0.04540783558124598
FR,bus1001,1000,1000,561900.0,48616.97792880065,13.28171323630616,2.545908519028889,-0.0409057538024708,0.1256488996848369,8656,8463,97.7703327171904,0.1721696569092337,170,287.5340501218954,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,22.36131638288498,0.09081567116249196,0.8659631915904389,0.47838943137646545
FR,bus1002,1000,1000,561900.0,48616.97792880065,13.28171323630616,2.545908519028889,-0.0496129023289842,0.2514724762752368,8656,8463,97.7703327171904,0.1721696569092337,170,287.53598301028524,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,22.288916071256,0.09081567116249196,0.8659631915904389,0.47838943137646545
FR,bus1003,1000,1000,561900.0,48616.97792880065,13.28171323630616,2.545908519028889,-0.0486250232106859,0.25136035330213996,8656,8461,97.74722735674676,0.1722851837114519,170,287.5363898921606,0,1.9874429223744288,0,95.9931506849315,2.019406392694064,22.3078309694926,0.09081567116249196,0.8645175101353622,0.4776665906489271
